ID,ASSESSMENT_UNIT_ID,ASSESSMENT_UNIT_ID_ORIG,CYCLE_YEAR,STATE,IR_STATUS,AU_WATERBODY_REPORT,ASSESSMENT_UNIT_NAME,ASSESSMENT_STATUS,ASSESSMENT_UNIT_EPA_CATEGORY,CYCLE_LAST_ASSESSED,AU_USE_ID,AU_USE_DESC,AU_PARENT_USE_ID,AU_PARENT_USE_DESC,AU_ATTAINMENT_STATUS,AU_THREATENED_FLAG,EPA1_SNAPSHOT_DATE,ESRI_KEY,OBJECTID,LISTED_WATER_ID,LISTED_WATER_ID_ORIG,LISTED_WATER_NAME,LISTED_WATER_BASIN_NAME,LW_DETAILED_CAUSE_ID,LW_DETAILED_CAUSE_NAME,LW_PARENT_CAUSE_ID,LW_PARENT_CAUSE_NAME,LW_DETAILED_SOURCE_ID,LW_DETAILED_SOURCE_NAME,LW_PARENT_SOURCE_ID,LW_PARENT_SOURCE_NAME,TMDL_FLAG,EPA2_SNAPSHOT_DATE
11280,CAE5100000020041005163014,CAE5100000020041005163014,2010,CA,Y,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_au_id=CAE5100000020041005163014&p_cycle=2010,Delta Waterways (northern portion),IMPAIRED,5,2010.0,513,MUNICIPAL AND DOMESTIC SUPPLY,267,PUBLIC WATER SUPPLY,N,,6/18/2015,CAE5100000020041005163014<<=>>2010,365163,CAE5100000020041005163014,CAE5100000020041005163014,DELTA WATERWAYS (NORTHERN PORTION),CENTRAL VALLEY,267.0,CHLORDANE,885.0,PESTICIDES,18.0,AGRICULTURE,18.0,AGRICULTURE,N,5/1/2015
11280,CAE5100000020041005163014,CAE5100000020041005163014,2010,CA,Y,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_au_id=CAE5100000020041005163014&p_cycle=2010,Delta Waterways (northern portion),IMPAIRED,5,2010.0,513,MUNICIPAL AND DOMESTIC SUPPLY,267,PUBLIC WATER SUPPLY,N,,6/18/2015,CAE5100000020041005163014<<=>>2010,365163,CAE5100000020041005163014,CAE5100000020041005163014,DELTA WATERWAYS (NORTHERN PORTION),CENTRAL VALLEY,372.0,DDT,885.0,PESTICIDES,18.0,AGRICULTURE,18.0,AGRICULTURE,N,5/1/2015
11280,CAE5100000020041005163014,CAE5100000020041005163014,2010,CA,Y,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_au_id=CAE5100000020041005163014&p_cycle=2010,Delta Waterways (northern portion),IMPAIRED,5,2010.0,513,MUNICIPAL AND DOMESTIC SUPPLY,267,PUBLIC WATER SUPPLY,N,,6/18/2015,CAE5100000020041005163014<<=>>2010,365163,CAE5100000020041005163014,CAE5100000020041005163014,DELTA WATERWAYS (NORTHERN PORTION),CENTRAL VALLEY,417.0,DIELDRIN,885.0,PESTICIDES,18.0,AGRICULTURE,18.0,AGRICULTURE,N,5/1/2015
11280,CAE5100000020041005163014,CAE5100000020041005163014,2010,CA,Y,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_au_id=CAE5100000020041005163014&p_cycle=2010,Delta Waterways (northern portion),IMPAIRED,5,2010.0,513,MUNICIPAL AND DOMESTIC SUPPLY,267,PUBLIC WATER SUPPLY,N,,6/18/2015,CAE5100000020041005163014<<=>>2010,365163,CAE5100000020041005163014,CAE5100000020041005163014,DELTA WATERWAYS (NORTHERN PORTION),CENTRAL VALLEY,577.0,GROUP A PESTICIDES,885.0,PESTICIDES,18.0,AGRICULTURE,18.0,AGRICULTURE,N,5/1/2015
11280,CAE5100000020041005163014,CAE5100000020041005163014,2010,CA,Y,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_au_id=CAE5100000020041005163014&p_cycle=2010,Delta Waterways (northern portion),IMPAIRED,5,2010.0,513,MUNICIPAL AND DOMESTIC SUPPLY,267,PUBLIC WATER SUPPLY,N,,6/18/2015,CAE5100000020041005163014<<=>>2010,365163,CAE5100000020041005163014,CAE5100000020041005163014,DELTA WATERWAYS (NORTHERN PORTION),CENTRAL VALLEY,918.0,POLYCHLORINATED BIPHENYLS (PCBS),918.0,POLYCHLORINATED BIPHENYLS (PCBS),292.0,SOURCE UNKNOWN,472.0,UNKNOWN,N,5/1/2015
11280,CAE5100000020041005163014,CAE5100000020041005163014,2010,CA,Y,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_au_id=CAE5100000020041005163014&p_cycle=2010,Delta Waterways (northern portion),IMPAIRED,5,2010.0,513,MUNICIPAL AND DOMESTIC SUPPLY,267,PUBLIC WATER SUPPLY,N,,6/18/2015,CAE5100000020041005163014<<=>>2010,365163,CAE5100000020041005163014,CAE5100000020041005163014,DELTA WATERWAYS (NORTHERN PORTION),CENTRAL VALLEY,650.0,INVASIVE EXOTIC SPECIES,788.0,NUISANCE EXOTIC SPECIES,292.0,SOURCE UNKNOWN,472.0,UNKNOWN,N,5/1/2015
11280,CAE5100000020041005163014,CAE5100000020041005163014,2010,CA,Y,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_au_id=CAE5100000020041005163014&p_cycle=2010,Delta Waterways (northern portion),IMPAIRED,5,2010.0,513,MUNICIPAL AND DOMESTIC SUPPLY,267,PUBLIC WATER SUPPLY,N,,6/18/2015,CAE5100000020041005163014<<=>>2010,365163,CAE5100000020041005163014,CAE5100000020041005163014,DELTA WATERWAYS (NORTHERN PORTION),CENTRAL VALLEY,693.0,MERCURY,693.0,MERCURY,608.0,SUBSURFACE (HARDROCK) MINING,252.0,RESOURCE EXTRACTION,Y,5/1/2015
11280,CAE5100000020041005163014,CAE5100000020041005163014,2010,CA,Y,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_au_id=CAE5100000020041005163014&p_cycle=2010,Delta Waterways (northern portion),IMPAIRED,5,2010.0,513,MUNICIPAL AND DOMESTIC SUPPLY,267,PUBLIC WATER SUPPLY,N,,6/18/2015,CAE5100000020041005163014<<=>>2010,365163,CAE5100000020041005163014,CAE5100000020041005163014,DELTA WATERWAYS (NORTHERN PORTION),CENTRAL VALLEY,1112.0,UNKNOWN TOXICITY,1071.0,TOTAL TOXICS,292.0,SOURCE UNKNOWN,472.0,UNKNOWN,N,5/1/2015
11353,CAL3051003020020124122807,CAL3051003020020124122807,2010,CA,Y,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_au_id=CAL3051003020020124122807&p_cycle=2010,Pinto Lake,IMPAIRED,5,2010.0,513,MUNICIPAL AND DOMESTIC SUPPLY,267,PUBLIC WATER SUPPLY,N,,6/18/2015,CAL3051003020020124122807<<=>>2010,430711,CAL3051003020020124122807,CAL3051003020020124122807,PINTO LAKE,,449.0,DISSOLVED OXYGEN,1189.0,ORGANIC ENRICHMENT/OXYGEN DEPLETION,296.0,CONTAMINATED GROUNDWATER,549.0,GROUNDWATER LOADINGS/WITHDRAWALS,N,5/1/2015
11353,CAL3051003020020124122807,CAL3051003020020124122807,2010,CA,Y,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_au_id=CAL3051003020020124122807&p_cycle=2010,Pinto Lake,IMPAIRED,5,2010.0,513,MUNICIPAL AND DOMESTIC SUPPLY,267,PUBLIC WATER SUPPLY,N,,6/18/2015,CAL3051003020020124122807<<=>>2010,430711,CAL3051003020020124122807,CAL3051003020020124122807,PINTO LAKE,,357.0,CYANOBACTERIA HEPATOTOXIC MICROCYSTINS,217.0,BIOTOXINS,515.0,SPECIALTY CROP PRODUCTION,18.0,AGRICULTURE,N,5/1/2015
11353,CAL3051003020020124122807,CAL3051003020020124122807,2010,CA,Y,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_au_id=CAL3051003020020124122807&p_cycle=2010,Pinto Lake,IMPAIRED,5,2010.0,513,MUNICIPAL AND DOMESTIC SUPPLY,267,PUBLIC WATER SUPPLY,N,,6/18/2015,CAL3051003020020124122807<<=>>2010,430711,CAL3051003020020124122807,CAL3051003020020124122807,PINTO LAKE,,291.0,CHLOROPHYLL-A,99.0,ALGAL GROWTH,474.0,ON-SITE TREATMENT SYSTEMS (SEPTIC SYSTEMS AND SIMILAR DECENTRALIZED SYSTEMS),545.0,MUNICIPAL DISCHARGES/SEWAGE,N,5/1/2015
11353,CAL3051003020020124122807,CAL3051003020020124122807,2010,CA,Y,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_au_id=CAL3051003020020124122807&p_cycle=2010,Pinto Lake,IMPAIRED,5,2010.0,513,MUNICIPAL AND DOMESTIC SUPPLY,267,PUBLIC WATER SUPPLY,N,,6/18/2015,CAL3051003020020124122807<<=>>2010,430711,CAL3051003020020124122807,CAL3051003020020124122807,PINTO LAKE,,891.0,PH,1188.0,PH/ACIDITY/CAUSTIC CONDITIONS,41.0,UNSPECIFIED URBAN STORMWATER,539.0,URBAN-RELATED RUNOFF/STORMWATER,N,5/1/2015
11353,CAL3051003020020124122807,CAL3051003020020124122807,2010,CA,Y,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_au_id=CAL3051003020020124122807&p_cycle=2010,Pinto Lake,IMPAIRED,5,2010.0,513,MUNICIPAL AND DOMESTIC SUPPLY,267,PUBLIC WATER SUPPLY,N,,6/18/2015,CAL3051003020020124122807<<=>>2010,430711,CAL3051003020020124122807,CAL3051003020020124122807,PINTO LAKE,,970.0,"SCUM/FOAM, UNNATURAL",830.0,OTHER CAUSE,515.0,SPECIALTY CROP PRODUCTION,18.0,AGRICULTURE,N,5/1/2015
11423,CAL5135200019980814115549,CAL5135200019980814115549,2010,CA,Y,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_au_id=CAL5135200019980814115549&p_cycle=2010,Clear Lake,IMPAIRED,4A,2010.0,513,MUNICIPAL AND DOMESTIC SUPPLY,267,PUBLIC WATER SUPPLY,N,,6/18/2015,CAL5135200019980814115549<<=>>2010,495707,,,,,,,,,,,,,,
11467,CAL5312000020000208145300,CAL5312000020000208145300,2010,CA,Y,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_au_id=CAL5312000020000208145300&p_cycle=2010,Camanche Reservoir,IMPAIRED,5,2010.0,513,MUNICIPAL AND DOMESTIC SUPPLY,267,PUBLIC WATER SUPPLY,N,,6/18/2015,CAL5312000020000208145300<<=>>2010,299843,CAL5312000020000208145300,CAL5312000020000208145300,CAMANCHE RESERVOIR,CENTRAL VALLEY,1169.0,ZINC,706.0,METALS (OTHER THAN MERCURY),608.0,SUBSURFACE (HARDROCK) MINING,252.0,RESOURCE EXTRACTION,N,5/1/2015
11467,CAL5312000020000208145300,CAL5312000020000208145300,2010,CA,Y,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_au_id=CAL5312000020000208145300&p_cycle=2010,Camanche Reservoir,IMPAIRED,5,2010.0,513,MUNICIPAL AND DOMESTIC SUPPLY,267,PUBLIC WATER SUPPLY,N,,6/18/2015,CAL5312000020000208145300<<=>>2010,299843,CAL5312000020000208145300,CAL5312000020000208145300,CAMANCHE RESERVOIR,CENTRAL VALLEY,345.0,COPPER,706.0,METALS (OTHER THAN MERCURY),608.0,SUBSURFACE (HARDROCK) MINING,252.0,RESOURCE EXTRACTION,N,5/1/2015
